"","latitude","longitude","local_site_name","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2021-03-01","2021-03-02","2021-03-03","2021-03-04","2021-03-05","2021-03-06","2021-03-07","2021-03-08","2021-03-09","2021-03-10","2021-03-11","2021-03-12","2021-03-13","2021-03-14","2021-03-15","2021-03-16","2021-03-17","2021-03-18","2021-03-19","2021-03-20","2021-03-21","2021-03-22","2021-03-23","2021-03-24","2021-03-25","2021-03-26","2021-03-27","2021-03-28","2021-03-29","2021-03-30","2021-03-31","2021-04-01","2021-04-02","2021-04-03","2021-04-04","2021-04-05","2021-04-06","2021-04-07","2021-04-08","2021-04-09","2021-04-10","2021-04-11","2021-04-12","2021-04-13","2021-04-14","2021-04-15","2021-04-16","2021-04-17","2021-04-18","2021-04-19","2021-04-20","2021-04-21","2021-04-22","2021-04-23","2021-04-24","2021-04-25","2021-04-26","2021-04-27","2021-04-28","2021-04-29","2021-04-30","2021-05-01","2021-05-02","2021-05-03","2021-05-04","2021-05-05","2021-05-06","2021-05-07","2021-05-08","2021-05-09","2021-05-10","2021-05-11","2021-05-12","2021-05-13","2021-05-14","2021-05-15","2021-05-16","2021-05-17","2021-05-18","2021-05-19","2021-05-20","2021-05-21","2021-05-22","2021-05-23","2021-05-24","2021-05-25","2021-05-26","2021-05-27","2021-05-28","2021-05-29","2021-05-30","2021-05-31"
"189",30.394133,-87.008033,"Woodlawn Beach Middle School",0.051,0.048,0.044,0.031,0.034,0.044,0.049,0.048,0.041,0.041,0.043,0.036,0.033,0.031,0.044,0.045,0.039,0.034,0.037,0.032,0.027,0.029,0.03,0.031,0.042,0.047,0.029,0.032,0.04,0.048,0.041,0.051,0.051,0.055,0.05,0.046,0.048,0.042,0.03,0.039,0.048,0.052,0.032,0.056,0.042,0.051,0.052,0.049,0.037,0.032,0.043,0.05,0.053,0.05,0.049,0.056,0.046,0.049,0.058,0.05,0.05,0.056,0.064,0.051,0.047,0.041,0.052,0.054,0.052,0.045,0.051,0.052,0.056,0.047,0.046,0.04,0.034,0.044,0.052,0.062,0.032,0.041,0.025,0.025,0.039,0.037,0.031,0.037,0.049,0.047,0.052,0.054,"minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus1","plus1","minus2","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus2","plus1","minus2","minus2","plus1","plus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus1","minus1","minus2","minus2","plus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus2","minus2"
"190",27.307268,-82.570376,"Lido Park",0.048,0.044,0.035,0.027,0.031,0.046,0.046,0.041,0.042,0.041,0.039,0.054,0.039,0.034,0.03,0.037,0.039,0.044,0.035,0.036,0.032,0.029,0.033,0.028,0.032,0.028,0.047,0.042,0.032,0.028,0.034,0.048,0.058,0.056,0.05,0.039,0.042,0.035,0.033,0.021,0.042,0.044,0.027,0.029,0.026,0.027,0.042,0.04,0.032,0.031,0.042,0.047,0.062,0.045,0.047,0.038,0.047,0.05,0.056,0.044,0.049,0.05,0.067,0.053,0.056,0.04,0.045,0.05,0.051,0.045,0.043,0.052,0.056,0.047,0.046,0.032,0.031,0.029,0.043,0.046,0.042,0.033,0.035,0.03,0.025,0.029,0.029,0.025,0.035,0.028,0.035,0.03,"minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus2","plus1","plus1","minus2","minus1","minus2","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus2","minus2","plus1","minus2","minus2","minus1","minus2","minus2","plus1","minus2","minus2","minus2","plus1","minus2","plus1","minus1","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1"
"191",27.350278,-82.479722,"Paw Park",0.051,0.048,0.043,0.034,0.035,0.047,0.047,0.045,0.046,0.044,0.045,0.058,0.045,0.037,0.034,0.04,0.041,0.048,0.041,0.043,NA,NA,0.035,NA,NA,0.038,0.045,0.049,0.036,0.034,0.033,0.05,0.06,0.063,0.05,0.043,0.046,0.044,0.036,0.022,0.042,0.048,0.036,0.031,0.027,0.027,0.042,0.039,0.03,0.029,0.034,0.049,0.059,0.047,0.043,0.037,0.048,0.052,0.052,0.046,0.049,0.053,0.066,0.059,0.061,0.044,0.037,0.053,0.055,0.057,0.04,0.056,0.058,0.051,0.049,0.036,0.036,0.032,0.041,0.047,0.043,0.031,0.038,0.033,0.025,0.032,0.03,0.027,0.036,0.027,0.037,0.033,"minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus2",NA,NA,"minus1",NA,NA,"minus1","minus2","minus2","minus1","minus1","minus1","minus2","plus1","plus1","minus2","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus2","plus1","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","plus1","plus1","plus1","minus2","minus1","minus2","plus1","plus1","minus1","plus1","plus1","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1"
"192",27.089194,-82.362583,"Jackson Road",0.051,0.048,0.043,0.033,0.032,0.044,0.044,0.044,0.045,0.044,0.042,0.053,0.043,0.037,0.033,0.036,0.041,0.048,0.039,0.041,0.034,0.035,0.033,0.031,0.035,0.033,0.044,0.05,0.035,0.027,0.031,0.049,0.06,0.059,0.047,0.041,0.046,0.042,0.036,0.023,0.039,0.047,0.034,0.03,0.026,0.029,0.036,0.039,0.033,0.028,0.031,0.052,0.06,0.046,0.044,0.034,0.042,0.052,0.053,0.045,0.046,0.051,0.065,0.058,0.058,0.044,0.035,0.05,0.054,0.053,0.042,0.052,0.053,0.051,0.049,0.032,0.035,0.031,0.042,0.045,0.041,0.03,0.04,0.031,0.027,0.031,0.029,0.027,0.03,0.025,0.035,0.034,"minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus2","plus1","plus1","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","plus1","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","plus1","plus1","plus1","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1"
"193",28.746111,-81.310556,"Sanford (Seminole Community College)",0.052,0.052,0.049,0.037,NA,0.047,0.043,0.044,0.041,0.041,0.05,0.047,0.053,0.037,0.043,0.038,0.045,NA,0.034,0.041,0.046,0.037,0.047,0.044,0.033,0.037,0.049,0.051,0.05,0.044,0.034,0.046,0.053,0.06,0.065,0.045,0.044,0.047,0.032,0.03,0.046,0.052,0.037,0.036,0.039,0.029,0.044,0.042,0.034,0.043,0.044,0.051,0.051,0.056,0.042,0.041,0.047,0.047,0.046,0.051,0.047,0.054,0.057,0.058,0.064,0.053,0.04,0.05,0.063,0.046,0.046,0.055,0.056,0.049,0.044,0.039,0.029,0.031,0.053,0.052,0.053,0.043,0.043,0.031,0.024,0.031,0.034,0.035,0.037,0.03,0.036,0.034,"minus2","minus2","minus2","minus1",NA,"minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus1","minus2",NA,"minus1","minus2","minus2","minus1","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus1","minus2","minus2","plus1","plus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","plus1","plus1","plus1","minus2","minus1","minus2","plus1","minus2","minus2","plus1","plus1","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1"
"194",29.206667,-81.0525,"DAYTONA BLIND SERVICES",0.049,0.047,0.048,0.036,0.034,0.045,0.047,0.045,0.042,0.042,0.045,0.039,0.042,NA,NA,0.041,0.04,0.037,0.032,0.036,0.041,0.035,0.041,0.043,0.033,0.039,0.043,0.049,0.043,0.046,0.034,0.049,0.049,0.056,0.061,0.052,0.047,0.044,0.028,0.032,0.051,0.056,0.042,0.039,0.035,0.039,0.052,0.048,0.038,0.043,0.046,0.05,0.05,0.056,0.044,0.044,0.048,0.048,0.048,0.049,0.048,0.053,0.059,0.054,0.061,0.047,0.036,0.054,0.063,0.052,0.049,0.053,0.055,0.05,0.046,0.042,0.032,0.03,0.054,0.052,0.054,0.05,0.042,0.029,0.03,0.033,0.032,0.035,0.037,0.025,0.033,0.035,"minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2",NA,NA,"minus2","minus1","minus1","minus1","minus1","minus2","minus1","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus1","minus2","minus2","plus1","plus1","minus2","minus2","minus2","minus1","minus1","minus2","plus1","minus2","minus1","minus1","minus1","minus2","minus2","minus1","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","plus1","minus2","minus1","minus2","plus1","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1"
"195",30.0925,-84.161111,"St. Marks Wildlife Refuge",0.054,0.05,0.038,0.034,0.031,0.044,0.046,0.044,0.042,0.041,0.033,0.031,NA,NA,NA,0.04,0.037,NA,0.039,0.038,0.029,0.025,0.029,0.028,0.032,0.038,0.022,0.031,0.035,0.035,0.036,0.05,0.05,0.057,0.054,0.05,0.05,0.042,0.022,0.033,0.048,0.052,0.038,0.036,0.036,0.032,NA,NA,0.028,0.034,0.041,0.048,0.05,0.051,0.048,0.042,0.045,0.053,0.049,0.048,0.047,0.054,0.057,0.053,0.043,0.035,0.051,0.052,0.055,0.049,0.046,0.055,0.052,0.048,NA,0.041,0.031,0.031,0.049,0.051,0.049,0.038,0.044,0.038,0.027,0.029,0.023,0.024,0.035,0.033,0.031,0.04,"minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus1","minus1",NA,NA,NA,"minus1","minus1",NA,"minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","plus1","minus2","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1",NA,NA,"minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus1","minus2","minus2","plus1","minus2","minus2","plus1","minus2","minus2",NA,"minus2","minus1","minus1","minus2","minus2","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1"
"196",32.805264,-83.543493,"Macon-Forestry",0.047,0.043,0.033,0.029,0.039,0.042,0.04,0.044,0.04,0.039,0.033,0.035,0.033,0.041,0.032,0.027,0.02,0.036,0.043,0.033,0.039,0.025,0.016,0.028,0.041,0.044,0.041,0.034,0.033,0.048,0.035,0.042,0.042,0.053,0.05,0.049,0.052,0.037,0.023,0.045,0.048,0.048,0.033,0.045,0.042,0.047,0.046,0.048,0.045,0.029,0.044,0.047,0.042,0.037,0.035,0.045,0.043,0.05,0.054,0.042,0.033,0.051,0.062,0.053,0.045,0.042,0.047,0.051,0.045,0.046,0.049,0.047,0.048,0.049,0.045,0.04,0.037,0.031,0.033,0.039,0.015,0.045,0.039,0.042,0.034,0.029,0.026,0.017,0.032,0.035,0.046,0.045,"minus2","minus2","minus1","minus1","minus1","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus1","minus2","plus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2"
"197",32.06848,-81.04942,"Savannah-E. President",0.043,0.049,0.036,0.029,0.04,0.038,0.04,0.041,0.04,0.038,0.043,0.035,0.034,0.043,0.037,0.038,0.039,0.037,0.032,0.04,0.038,0.032,0.026,0.033,0.038,0.039,0.038,0.041,0.036,0.053,0.033,0.037,0.044,0.048,0.053,0.048,0.046,0.044,0.028,0.046,0.05,0.054,0.048,0.042,0.044,0.028,0.049,0.048,0.039,0.039,0.039,0.052,0.05,0.043,0.039,0.043,0.046,0.044,0.049,0.045,0.044,0.049,0.05,0.055,0.051,0.043,0.049,0.05,0.054,0.044,0.049,0.047,0.043,0.049,0.042,0.039,0.035,0.024,0.042,0.041,0.046,0.038,0.044,0.041,0.039,0.038,0.03,0.032,0.029,0.035,0.032,0.046,"minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus2","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2"
"198",33.918137,-83.344385,"Athens",0.047,0.038,0.034,0.026,0.038,0.038,NA,0.042,0.04,0.038,0.036,0.028,0.034,0.032,0.027,0.028,0.023,0.024,0.04,0.035,0.041,0.023,0.017,0.007,0.043,0.038,0.053,0.034,0.043,0.051,0.035,0.04,0.048,0.054,0.047,0.051,0.056,0.047,0.036,0.046,0.048,0.047,0.026,0.045,0.049,0.048,0.049,0.049,0.046,0.02,0.043,0.05,0.044,0.034,0.037,0.041,0.042,0.049,0.05,0.038,0.034,0.051,0.056,0.056,0.048,0.047,0.045,0.049,0.033,0.047,0.052,0.046,0.044,0.037,0.04,0.037,0.036,0.032,0.025,0.043,0.022,0.033,0.039,0.045,0.033,0.031,0.025,0.017,0.026,0.034,0.046,0.041,"minus2","minus1","minus1","minus1","minus1","minus1",NA,"minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus2","minus1","minus2","minus1","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","plus1","minus2","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus1","minus1","minus2","plus1","plus1","minus2","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2"
"199",33.582044,-82.131249,"Evans",0.043,0.043,0.035,0.023,0.037,0.038,0.039,0.044,0.041,0.036,0.035,0.033,0.034,0.04,0.034,0.031,0.025,0.032,0.036,0.036,0.038,0.023,0.016,0.017,0.036,0.039,0.04,0.033,0.035,0.044,0.035,0.041,0.04,0.046,0.05,0.049,0.05,NA,NA,NA,0.05,0.052,0.036,0.047,0.041,0.039,0.047,0.051,0.047,0.026,0.039,0.052,0.047,0.042,0.039,0.042,0.045,0.043,0.051,0.049,0.042,0.05,0.055,0.054,0.043,0.045,0.049,0.049,0.047,0.044,0.048,0.047,0.042,0.045,0.051,0.046,0.041,0.029,0.031,0.036,0.018,0.027,0.036,0.039,0.042,0.029,0.027,0.019,0.028,0.033,0.037,0.043,"minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus2","minus1","minus2","minus2","minus2","minus2",NA,NA,NA,"minus2","minus2","minus1","minus2","minus2","minus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus2"
"200",34.376227,-84.059506,"Dawsonville",0.048,0.025,0.034,0.025,0.036,0.038,0.041,0.046,0.044,0.032,0.038,0.029,0.029,0.031,0.025,0.024,0.03,0.026,0.038,0.036,0.035,0.027,0.02,0.015,0.036,0.048,0.055,0.036,0.048,0.048,0.038,0.036,0.043,0.05,0.054,0.057,0.052,0.043,0.034,0.046,0.046,0.052,0.031,0.039,0.041,0.049,0.047,0.056,0.04,0.033,0.045,0.047,0.046,0.024,0.033,0.043,0.039,0.045,0.059,0.038,0.032,0.049,0.062,0.057,0.042,0.038,0.037,0.046,0.035,0.045,0.048,0.044,0.043,0.044,0.042,0.045,0.042,0.035,0.029,0.037,0.024,0.034,0.033,0.03,0.03,0.028,0.025,0.016,0.032,0.042,0.04,0.041,"minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","plus1","minus1","minus2","minus2","minus1","minus1","minus2","minus2","minus2","plus1","minus2","minus2","minus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","plus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus2","minus1","minus2","plus1","minus1","minus1","minus2","plus1","plus1","minus2","minus1","minus1","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus2"
"201",33.6878,-84.2905,"South DeKalb",0.047,0.031,0.031,0.021,0.034,0.038,0.041,0.043,0.041,0.034,0.03,0.032,0.025,0.038,0.03,0.025,0.013,0.028,0.033,0.033,0.034,0.022,0.01,0.018,0.039,0.044,0.05,0.032,0.044,0.047,0.034,0.036,0.043,0.051,0.052,0.054,0.05,0.038,0.027,0.042,0.044,0.051,0.027,0.04,0.04,0.046,0.051,0.049,0.042,0.021,0.042,0.045,NA,0.031,0.032,NA,0.04,0.045,0.05,0.038,0.029,0.048,0.066,0.053,0.051,0.039,0.041,0.048,0.03,0.044,0.051,0.045,0.055,0.048,0.045,0.048,0.042,0.033,0.031,0.037,0.02,0.038,0.043,0.035,0.037,0.028,0.025,0.015,0.033,0.038,0.046,0.045,"minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus2","minus1","minus2","minus2",NA,"minus1","minus1",NA,"minus1","minus2","minus2","minus1","minus1","minus2","plus1","minus2","minus2","minus1","minus2","minus2","minus1","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2"
"202",33.741242,-84.776429,"Douglasville",0.047,0.03,0.029,0.031,0.033,0.04,0.041,0.045,0.035,0.029,0.026,0.028,0.025,0.031,0.03,0.02,0.017,0.024,0.025,0.03,0.028,0.021,0.007,0.024,0.035,0.044,0.044,0.028,0.046,0.049,0.037,0.039,0.044,0.05,0.055,0.055,0.048,0.037,0.025,0.043,0.044,0.048,0.03,0.036,0.038,0.049,0.049,0.046,0.039,0.023,0.04,0.044,0.042,0.031,0.031,0.04,0.038,0.044,0.046,0.036,0.036,0.051,0.055,0.048,0.035,0.037,0.04,0.045,0.032,0.044,0.046,0.043,0.053,0.042,0.043,0.038,0.044,0.034,0.031,0.033,0.022,0.036,0.03,0.021,0.03,0.032,0.028,0.031,0.033,0.039,0.039,0.045,"minus2","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus2","minus2","minus1","minus1","minus2","minus2","plus1","plus1","minus2","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus2","plus1","minus2","minus1","minus1","minus1","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2"
"203",33.720742,-84.357316,"United Avenue",0.048,0.028,0.034,0.028,0.039,0.041,0.043,0.045,0.042,0.036,0.034,0.033,0.03,0.041,0.034,0.026,0.017,0.031,0.036,0.037,0.035,0.024,0.009,0.022,0.043,0.047,0.054,0.035,0.05,0.053,0.038,0.04,0.047,0.054,0.055,0.058,0.056,0.043,0.033,0.046,0.047,0.054,0.034,0.044,0.044,0.05,0.053,0.052,0.045,0.024,0.047,0.048,0.05,0.035,0.037,0.045,0.043,0.049,0.053,0.04,0.035,0.053,0.069,0.057,0.052,0.044,0.044,0.053,0.035,0.048,0.053,NA,0.058,0.049,0.046,0.049,0.044,0.034,0.031,0.038,0.022,0.041,0.045,0.033,0.044,0.029,0.028,0.021,0.039,0.041,0.048,0.049,"minus2","minus1","minus1","minus1","minus1","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus1","minus1","minus2","minus2","plus1","plus1","plus1","minus2","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus2","minus1","minus1","minus2","plus1","plus1","minus2","minus2","minus2","minus2","minus1","minus2","minus2",NA,"plus1","minus2","minus2","minus2","minus2","minus1","minus1","minus1","minus1","minus2","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus2","minus2","minus2"
"204",31.169805,-81.495035,"Brunswick",0.045,0.046,0.039,0.03,0.037,0.043,0.04,0.04,0.038,0.038,0.043,0.037,0.029,0.042,0.035,0.036,0.034,0.033,0.032,0.036,0.033,0.033,0.031,0.031,0.036,0.037,0.035,0.041,0.037,0.045,0.034,0.041,0.044,0.049,0.055,0.047,0.044,0.044,0.026,0.039,0.049,0.052,0.042,0.039,0.029,0.03,0.049,0.045,0.034,0.034,0.038,0.05,0.047,0.044,0.038,0.041,0.044,0.043,0.047,0.043,0.042,0.049,0.056,0.05,0.047,0.035,0.047,0.049,0.052,0.043,0.047,0.048,0.039,0.041,0.04,0.035,0.032,0.024,0.043,0.039,0.042,0.036,0.039,0.037,0.024,0.029,NA,0.029,0.032,0.033,0.033,0.045,"minus2","minus2","minus1","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus2","minus1","minus1","minus2","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus1","minus2","minus1","minus2","minus1","minus2","minus2","minus2","plus1","minus2","minus2","minus2","minus1","minus1","minus2","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus1","minus1","minus1","minus2","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus2","plus1","minus2","minus2","minus1","minus2","minus2","minus2","minus2","minus2","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus2","minus1","minus2","minus1","minus1","minus1","minus1","minus1",NA,"minus1","minus1","minus1","minus1","minus2"
